pname,cluster_kmeans,cluster_hdbscan,cluster_birch
5fvp,12,10,23
5fvq,15,15,0
5fvr,15,15,0
5fvs,15,9,0
5fvt,12,10,23
5fvu,32,10,23
5fvv,32,9,0
5fvw,32,10,23
5fvx,32,10,23
5fvy,32,26,35
5fvz,15,-1,0
5fw0,15,15,0
5fwa,23,-1,13
5fwd,23,-1,13
5fwe,47,-1,4
5fwg,15,-1,0
5fwj,48,14,39
5fwr,47,-1,12
5fx2,18,-1,2
5fxl,20,-1,26
5fxn,28,-1,4
5fyr,32,-1,19
5fzj,39,-1,31
5g01,5,-1,26
5g02,7,-1,41
5g03,5,-1,26
5g0g,22,-1,33
5g0h,8,-1,21
5g0i,20,-1,12
5g0n,15,15,0
5g0o,15,15,0
5g0p,12,-1,23
5g0r,31,-1,25
5g0v,15,-1,0
5g10,34,-1,31
5g11,16,-1,40
5g17,13,-1,19
5g1a,13,-1,19
5g1c,13,-1,46
5g1n,6,-1,13
5g1x,30,-1,37
5g1z,34,-1,31
5g20,36,-1,10
5g21,39,-1,10
5g22,34,-1,18
5g27,4,-1,48
5g2b,22,-1,33
5g2g,34,-1,18
5g3j,0,-1,1
5g3l,13,-1,46
5g3m,26,-1,36
5g3n,13,-1,46
5g3r,29,-1,8
5g3t,25,-1,15
5g3u,6,-1,1
5g3y,45,-1,13
5g40,32,-1,19
5g42,14,-1,16
5g44,5,-1,29
5g45,48,-1,29
5g46,14,-1,16
5g48,1,-1,28
5g4c,36,-1,49
5g4j,24,-1,28
5g4m,20,-1,26
5g4o,20,-1,26
5g4r,47,17,12
5g4s,8,17,21
5g4w,26,-1,0
5g55,14,-1,31
5g5f,24,-1,28
5g5v,22,-1,33
5g5w,6,-1,18
5g5z,33,-1,35
5g62,6,-1,0
5g65,48,14,39
5g66,48,14,39
5g67,5,-1,39
5g68,48,14,39
5g69,48,14,39
5g6a,8,14,39
5g6b,5,-1,39
5g6c,35,-1,39
5g6d,5,-1,39
5g6e,48,14,39
5g6f,5,14,39
5g6g,48,14,39
5g6h,8,14,39
5g6i,48,14,39
5g6j,48,14,39
5g6k,5,-1,39
5g6l,5,14,39
5g6m,5,-1,39
5g6n,48,14,39
5g6o,5,-1,39
5g6p,8,14,39
5g6q,5,-1,39
5g6u,12,-1,43
5gal,12,-1,43
5gg6,24,-1,19
5gg7,24,-1,19
5gg8,13,-1,46
5gg9,33,-1,19
5gga,33,-1,19
5ggb,42,-1,3
5ggj,13,-1,46
5ggk,24,27,46
5ggl,24,-1,46
5ggn,24,-1,46
5ggo,13,-1,46
5ggp,24,27,46
5ggz,27,16,20
5ghi,28,-1,4
5ghj,28,-1,4
5ghm,19,-1,7
5ghn,19,-1,4
5ghq,28,-1,4
5gic,8,-1,21
5gjc,7,-1,2
5gjh,12,-1,23
5gji,24,27,46
5gjo,41,-1,41
5glm,13,-1,46
5gln,24,-1,46
5glo,13,-1,46
5glq,13,-1,46
5glr,13,-1,46
5gls,13,-1,46
5glw,30,-1,30
5gly,44,-1,46
5glz,37,-1,41
5gm0,30,-1,30
5gm1,32,-1,3
5gm5,13,-1,46
5gm9,24,-1,46
5gmd,40,-1,43
5gme,40,-1,43
5gmm,47,-1,4
5gmn,5,-1,26
5gmz,24,27,46
5gnx,16,-1,22
5gny,31,-1,25
5goe,42,-1,3
5gof,18,-1,3
5goz,20,24,12
5gp0,41,-1,30
5gp1,20,24,12
5gpb,16,-1,44
5gqf,13,-1,46
5gqj,42,-1,28
5gql,24,-1,46
5gqm,24,-1,46
5gqx,26,-1,35
5grf,34,-1,35
5gri,26,-1,35
5gs9,13,-1,19
5gsa,19,-1,7
5gsp,4,-1,48
5gss,44,-1,46
5gst,17,-1,2
5gsx,18,-1,3
5gto,39,-1,31
5gtp,39,-1,31
5gu4,15,-1,0
5gub,42,-1,19
5gue,26,-1,36
5guf,44,-1,3
5gvh,44,-1,3
5gvk,45,-1,30
5gvl,4,-1,35
5gvm,1,-1,28
5gvn,13,-1,28
5gvp,13,-1,28
5gw7,13,-1,35
5gwe,13,-1,28
5gwr,24,-1,19
5gwx,15,-1,0
5gx6,42,-1,19
5gx7,18,-1,3
5gxu,39,-1,33
5gz6,6,-1,0
5gz9,45,-1,6
5gza,14,-1,1
5gzk,16,-1,36
5h02,15,-1,0
5h06,25,-1,15
5h09,31,-1,5
5h0b,31,-1,5
5h0e,49,-1,37
5h0g,3,-1,5
5h0h,49,-1,5
5h0u,0,-1,22
5h13,38,-1,40
5h14,19,-1,7
5h15,19,-1,7
5h17,19,-1,7
5h19,49,-1,11
5h1m,41,-1,25
5h1t,8,-1,39
5h1u,8,-1,21
5h1v,8,-1,21
5h1w,26,-1,0
5h20,24,27,46
5h24,43,-1,11
5h2d,26,-1,0
5h2u,10,-1,8
5h39,23,-1,3
5h3a,44,-1,3
5h3e,24,-1,46
5h3q,30,-1,38
5h47,13,-1,46
5h4i,42,-1,28
5h4j,44,-1,19
5h4s,13,-1,19
5h56,32,-1,3
5h5b,41,-1,41
5h5e,13,-1,46
5h5f,25,-1,13
5h5g,31,-1,25
5h5h,7,-1,2
5h5i,37,-1,6
5h5k,42,-1,28
5h5l,33,-1,3
5h5o,42,-1,3
5h62,37,-1,28
5h63,7,-1,41
5h67,1,-1,35
5h68,30,-1,25
5h6s,33,-1,19
5h7h,6,-1,18
5h7k,37,-1,28
5h7q,40,-1,27
5h84,18,-1,3
5h8e,28,-1,11
5h8g,28,-1,26
5h8h,30,-1,30
5h8n,43,-1,9
5h8q,30,-1,30
5h8s,39,-1,31
5h8t,5,-1,26
5h8x,35,-1,12
5h9i,42,-1,28
5h9l,44,-1,3
5h9o,13,-1,19
5h9r,27,-1,14
5h9s,42,-1,46
5h9y,26,-1,0
5ha0,45,-1,1
5ha1,22,-1,17
5ha7,8,17,21
5hae,45,-1,1
5hbe,3,-1,49
5hbh,3,-1,29
5hbn,24,-1,19
5hbs,6,-1,18
5hc7,24,-1,19
5hc8,24,-1,46
5hci,42,-1,28
5hcn,18,-1,2
5hct,37,25,30
5hcv,22,-1,17
5hcy,3,-1,6
5hd0,27,16,20
5hd4,20,-1,26
5hd7,48,-1,12
5hda,24,27,46
5hdj,26,-1,35
5hdu,46,-1,14
5hdv,46,11,14
5hdx,46,11,14
5hdz,27,16,20
5he4,46,11,14
5he5,46,-1,14
5he7,2,12,14
5hes,2,-1,14
5hf3,13,-1,19
5hff,24,-1,19
5hgm,13,-1,46
5hgp,24,-1,46
5hgr,7,-1,30
5hgu,1,-1,35
5hgv,40,-1,27
5hhm,13,-1,35
5hhw,14,-1,16
5hhz,31,-1,6
5hi7,41,-1,25
5hid,21,-1,29
5hik,45,-1,0
5hil,45,-1,0
5him,45,-1,0
5hio,42,-1,28
5hip,42,-1,28
5hiq,13,-1,28
5hje,41,-1,2
5hji,4,-1,28
5hjk,24,-1,46
5hjm,24,-1,46
5hjo,13,-1,19
5hjq,13,-1,46
5hjr,13,-1,46
5hjs,1,-1,28
5hk9,23,-1,43
5hka,23,-1,13
5hkb,23,-1,30
5hkm,31,-1,5
5hla,42,-1,28
5hlb,32,-1,3
5hld,45,-1,16
5hlp,3,-1,5
5hls,20,24,26
5hlw,19,-1,11
5hm0,20,24,12
5hmc,23,-1,3
5hmp,30,-1,40
5hmr,33,-1,3
5hmw,6,-1,18
5hmx,6,-1,18
5hmy,35,-1,11
5hmz,34,-1,18
5hn0,6,-1,18
5hn6,25,-1,0
5hn7,41,-1,13
5hn9,32,-1,13
5hne,25,-1,10
5hni,46,-1,14
5ho6,35,-1,10
5hoa,35,-1,10
5hoh,16,-1,40
5hor,48,-1,21
5hpy,17,-1,2
5hpz,31,-1,49
5hq0,48,-1,21
5hq8,15,-1,0
5hqb,24,29,46
5hqx,36,-1,7
5hr5,11,-1,18
5hrc,0,-1,1
5hrn,13,-1,46
5hrp,24,-1,46
5hrq,33,-1,19
5hrr,24,-1,46
5hrs,26,-1,36
5hrv,8,-1,21
5hrw,8,-1,33
5hrx,8,13,33
5hs1,33,-1,35
5hs2,42,-1,28
5hs6,6,-1,18
5htb,48,-1,12
5htc,20,24,12
5htd,8,-1,21
5htk,37,-1,19
5htp,1,-1,35
5htv,18,-1,3
5htx,37,-1,6
5htz,2,12,14
5hu0,46,11,14
5hu1,2,12,14
5hux,45,-1,35
5hva,44,-1,3
5hvj,14,-1,7
5hvs,24,27,46
5hvt,24,-1,46
5hvy,3,-1,6
5hw0,36,-1,7
5hw4,18,-1,2
5hwk,42,-1,3
5hwp,6,-1,0
5hwu,17,-1,2
5hx1,44,-1,2
5hx6,3,-1,25
5hx8,48,-1,12
5hxi,34,-1,22
5hyk,22,-1,17
5hyl,44,-1,3
5hyr,13,-1,19
5hyv,41,-1,2
5hz5,48,-1,17
5hz6,48,-1,21
5hz7,26,-1,35
5hz8,14,-1,17
5hz9,36,-1,10
5hza,13,-1,46
5hzb,11,-1,45
5hzc,3,-1,49
5hzn,36,-1,42
5hzx,37,-1,41
5hzz,44,-1,3
5i04,40,-1,44
5i0e,25,-1,10
5i0f,25,-1,10
5i0g,21,-1,33
5i0h,31,-1,38
5i0j,18,-1,2
5i0m,17,-1,2
5i13,28,-1,4
5i1q,8,17,21
5i29,8,17,21
5i2c,34,-1,6
5i2e,41,-1,6
5i2f,41,-1,3
5i2n,30,-1,30
5i2r,28,-1,4
5i34,44,-1,46
5i35,7,-1,41
5i3p,6,-1,18
5i3q,6,-1,18
5i3v,46,11,14
5i3w,2,12,14
5i40,35,-1,11
5i46,8,-1,21
5i49,26,-1,0
5i4n,48,-1,21
5i51,41,-1,2
5i56,23,-1,15
5i59,26,-1,35
5i5e,7,-1,25
5i5s,4,-1,35
5i5t,25,-1,49
5i5u,4,-1,35
5i5v,4,-1,35
5i5w,23,-1,35
5i5x,25,-1,10
5i5y,25,-1,10
5i60,25,-1,10
5i6d,45,-1,8
5i79,16,2,40
5i7a,45,-1,8
5i7o,45,-1,8
5i7r,15,-1,0
5i7s,39,-1,31
5i7x,39,5,33
5i7y,39,-1,33
5i80,28,24,4
5i83,8,17,21
5i85,44,-1,3
5i86,48,-1,21
5i88,28,24,4
5i89,8,17,21
5i8b,47,-1,12
5i8f,24,-1,46
5i8g,48,-1,21
5i8p,11,-1,45
5i8w,15,-1,0
5i8z,26,-1,35
5i96,11,-1,31
5i9l,34,-1,18
5i9m,34,-1,18
5i9v,46,-1,34
5i9w,27,-1,20
5i9x,21,-1,29
5i9y,27,-1,20
5i9z,27,-1,20
5ia0,20,-1,26
5ia1,20,-1,29
5ia2,21,-1,29
5ia3,49,-1,29
5ia4,28,-1,4
5iae,18,-1,3
5ibd,5,-1,4
5ibe,49,-1,10
5ibf,49,-1,10
5ibg,49,-1,10
5ibh,36,-1,10
5ibi,5,-1,4
5ibr,17,-1,2
5icc,18,-1,2
5icd,12,-1,23
5ice,18,-1,3
5icf,10,-1,24
5icj,34,-1,36
5ick,36,-1,49
5icm,11,-1,18
5icp,36,-1,7
5icv,24,-1,19
5id7,6,-1,48
5id9,4,-1,48
5ida,18,-1,3
5idb,44,-1,46
5idm,24,-1,46
5idn,3,-1,16
5ido,33,-1,35
5ie1,46,-1,14
5ie2,13,-1,19
5ie3,24,28,28
5ied,44,-1,3
5iee,13,-1,19
5ief,44,-1,3
5ieg,13,-1,46
5iev,28,-1,14
5iex,48,-1,29
5iey,21,-1,29
5ifs,37,-1,6
5ift,12,-1,23
5ifu,42,-1,28
5ig6,8,17,21
5igi,42,-1,28
5igj,3,-1,6
5igk,2,-1,4
5igl,8,17,21
5igm,22,-1,33
5igp,21,-1,29
5igr,37,-1,6
5igs,34,-1,6
5igt,21,-1,29
5igv,36,-1,17
5igw,45,-1,5
5igy,36,-1,17
5igz,7,-1,5
5ih0,45,-1,28
5ih1,45,-1,5
5ih5,48,-1,12
5ih6,48,-1,12
5ih8,20,24,26
5ih9,20,24,26
5iha,20,24,26
5ihc,20,-1,12
5ihe,24,27,46
5ihj,12,-1,43
5ihr,12,-1,23
5ii1,8,-1,21
5ii2,8,-1,21
5ii4,12,-1,23
5ii5,16,-1,45
5iid,20,-1,26
5iis,20,-1,26
5iiy,4,-1,48
5ij1,13,-1,46
5ijj,6,-1,18
5ijq,16,-1,15
5ijs,16,-1,15
5ik0,4,-1,35
5ik1,43,-1,11
5ik5,26,-1,35
5ik6,45,-1,1
5ik8,26,-1,36
5ikb,1,-1,3
5ikh,1,-1,48
5ikq,33,-1,19
5ikt,33,-1,19
5il1,31,-1,25
5il2,44,-1,19
5ime,38,-1,7
5imi,13,-1,46
5imp,13,-1,46
5imx,19,-1,7
5in3,32,-1,35
5in4,49,-1,42
5ind,24,-1,19
5inj,24,-1,46
5iok,34,-1,31
5ioq,24,-1,46
5ior,24,29,46
5ios,24,27,46
5iot,4,-1,13
5ioy,20,-1,26
5ioz,20,-1,26
5ip6,22,-1,33
5ipa,22,-1,33
5ipc,23,-1,41
5ipe,42,-1,3
5ipj,20,-1,4
5iqa,20,-1,26
5iqb,28,-1,4
5iqc,20,-1,26
5iqd,28,-1,4
5iqe,20,-1,4
5iqf,28,-1,4
5iqg,28,-1,4
5iqh,28,-1,4
5iqi,20,-1,26
5iql,42,-1,28
5iqs,3,-1,31
5iqt,24,-1,46
5iqv,24,29,46
5iqz,12,-1,43
5ira,12,-1,23
5irc,2,-1,14
5irn,18,-1,2
5irq,33,-1,46
5irr,37,-1,6
5iru,14,-1,17
5irw,42,-1,28
5isl,46,-1,14
5isp,20,-1,12
5isq,48,-1,12
5ist,8,13,33
5it1,13,-1,46
5ita,48,-1,21
5ito,31,-1,25
5itp,5,-1,39
5itz,5,-1,33
5iu4,15,-1,0
5iu7,26,-1,19
5iu8,26,-1,19
5iua,15,-1,0
5iub,26,-1,19
5iui,20,-1,7
5iuw,24,-1,28
5iv0,11,-1,18
5iv3,37,-1,6
5iv4,7,-1,41
5ivc,8,-1,33
5ive,8,-1,33
5ivf,46,-1,14
5ivg,15,-1,0
5ivj,8,-1,33
5ivq,19,-1,4
5ivs,20,-1,26
5ivt,20,-1,26
5ivv,8,-1,33
5ivx,30,-1,38
5ivy,8,-1,33
5iw0,8,-1,33
5iw8,18,-1,47
5iwe,4,-1,48
5iwf,5,-1,39
5iwg,5,-1,10
5iwq,24,27,46
5ix0,5,-1,10
5ixj,31,-1,15
5ixk,3,-1,16
5izf,38,-1,14
5izj,46,-1,14
5j0d,48,-1,21
5j1j,38,-1,11
5j1r,22,13,33
5j1s,30,-1,2
5j1t,30,-1,30
5j1u,46,-1,14
5j1w,21,-1,11
5j20,27,-1,20
5j27,27,16,20
5j2u,46,-1,20
5j2x,2,16,14
5j32,33,-1,19
5j3l,46,-1,14
5j3r,13,-1,46
5j3z,24,-1,28
5j41,24,-1,46
5j42,42,-1,28
5j47,1,-1,28
5j48,24,27,46
5j4h,4,-1,48
5j4k,6,-1,48
5j4t,24,27,46
5j4x,24,29,28
5j54,24,-1,46
5j55,24,-1,46
5j5o,44,-1,3
5j5r,9,-1,32
5j5y,18,-1,2
5j60,25,-1,10
5j61,33,-1,19
5j62,44,-1,3
5j63,45,-1,30
5j64,2,16,14
5j6a,30,-1,38
5j6c,6,-1,0
5j6d,39,-1,33
5j6l,2,16,14
5j6m,2,16,14
5j6n,27,16,20
5j6y,24,-1,19
5j71,45,-1,1
5j75,26,-1,36
5j7q,24,27,46
5j7w,44,-1,3
5j7x,6,-1,0
5j82,38,-1,14
5j86,2,16,14
5j89,13,-1,46
5j8m,2,16,14
5j8o,6,-1,18
5j8q,29,-1,47
5j8u,27,16,20
5j8z,5,21,26
5j94,33,-1,19
5j99,17,-1,2
5j9a,7,-1,2
5j9f,8,-1,39
5j9x,27,16,20
5ja0,24,-1,28
5ja3,35,-1,12
5ja7,33,-1,19
5jab,12,-1,43
5jai,26,-1,36
5jal,16,-1,45
5jan,26,-1,0
5jao,26,-1,0
5jap,26,-1,0
5jaq,37,-1,6
5jar,39,-1,33
5jas,15,-1,23
5jat,15,-1,45
5jau,8,-1,33
5jax,42,-1,28
5jaz,9,-1,27
5jbe,45,-1,30
5jbf,34,-1,0
5jbi,9,-1,27
5jbq,18,-1,47
5jc1,9,-1,27
5jcj,13,-1,46
5jck,15,-1,0
5jcl,13,-1,35
5jcm,24,27,46
5jcn,24,27,46
5jcp,20,-1,26
5jcu,23,-1,3
5jcw,44,-1,46
5jcx,44,-1,46
5jcz,49,-1,11
5jd7,24,29,46
5jda,26,-1,13
5jdc,24,-1,46
5jdi,6,-1,0
5jdt,4,-1,48
5jdv,5,-1,26
5jdy,22,-1,33
5jdz,8,-1,33
5je0,6,-1,18
5je1,11,-1,18
5je2,11,-1,18
5je3,22,-1,33
5je4,6,-1,18
5je5,6,-1,18
5je7,5,20,26
5je8,11,-1,31
5jeg,5,20,26
5jeh,5,-1,26
5jei,34,-1,36
5jep,5,-1,26
5jes,5,22,26
5jf1,47,-1,4
5jf2,35,-1,39
5jf3,47,-1,4
5jf4,21,-1,12
5jf5,48,-1,12
5jf6,36,-1,39
5jf7,25,-1,39
5jf8,5,-1,39
5jfl,44,-1,3
5jfr,5,-1,10
5jfs,49,-1,5
5jfu,20,-1,26
5jfv,49,-1,5
5jfw,21,-1,11
5jfx,48,-1,12
5jg0,8,13,33
5jg3,5,20,26
5jg5,5,20,26
5jga,28,-1,4
5jgk,24,-1,28
5jgl,4,-1,46
5jgs,5,-1,26
5jh2,4,-1,13
5jhb,22,-1,17
5jhd,12,-1,43
5jhn,24,-1,28
5jhu,5,-1,10
5ji6,5,-1,10
5ji8,5,-1,39
5jic,42,-1,19
5jid,15,-1,13
5jil,45,-1,0
5jim,15,6,16
5jin,24,-1,28
5jiq,15,-1,0
5jix,42,-1,28
5jiy,4,-1,48
5jj0,24,-1,46
5jjm,21,-1,21
5jjr,11,-1,31
5jjs,11,-1,31
5jju,4,-1,48
5jjy,8,-1,21
5jkg,48,-1,12
5jlb,8,-1,21
5jle,8,17,21
5jlg,38,-1,9
5jm1,24,-1,19
5jmp,9,-1,27
5jmw,9,-1,27
5jmy,39,-1,16
5jnl,9,-1,27
5jnn,39,-1,33
5jnw,13,-1,46
5jo0,9,-1,27
5jo1,6,-1,18
5jo2,11,-1,17
5joc,46,-1,14
5jog,37,-1,28
5joh,25,-1,49
5joy,34,-1,31
5jp0,23,-1,13
5jp9,4,-1,48
5jph,42,-1,19
5jpv,13,-1,19
5jq0,5,21,26
5jq1,24,-1,28
5jq2,22,-1,33
5jq5,20,-1,26
5jq8,21,-1,26
5jq9,12,-1,43
5jqt,5,-1,26
5jr6,10,-1,37
5jri,45,-1,30
5jrq,2,-1,14
5jrs,27,-1,14
5js3,2,8,4
5jsq,37,-1,6
5jss,2,8,4
5jst,40,-1,27
5jt9,2,8,4
5jtt,43,0,44
5jtu,43,0,44
5ju9,42,-1,46
5juv,12,-1,23
5juz,23,-1,46
5jv0,0,-1,22
5jv1,23,-1,13
5jv2,4,-1,35
5jvi,2,8,4
5jwa,24,-1,46
5jwc,6,-1,0
5jww,39,-1,33
5jxh,15,-1,0
5jxn,2,8,4
5jxq,20,-1,12
5jxz,24,-1,19
5jy3,6,-1,18
5jy4,13,-1,19
5jyy,2,-1,4
5jzb,10,-1,8
5jzd,23,-1,41
5jzj,28,-1,4
5jzs,1,-1,3
5k04,45,-1,13
5k0a,4,-1,48
5k0f,45,-1,2
5k0h,28,-1,4
5k0i,15,-1,13
5k0s,6,-1,13
5k0x,10,-1,37
5k13,4,-1,35
5k14,22,-1,33
5k1d,1,-1,35
5k1f,33,-1,46
5k1p,28,-1,4
5k1x,20,-1,26
5k21,26,-1,19
5k2a,37,-1,19
5k2b,37,-1,19
5k2c,41,-1,19
5k2d,15,-1,0
5k3o,44,-1,46
5k3w,33,-1,19
5k3y,49,-1,11
5k4h,13,-1,46
5k4i,21,-1,12
5k4j,21,-1,26
5k4x,10,-1,24
5k4z,10,-1,24
5k50,23,-1,30
5k52,1,-1,35
5k53,34,-1,18
5k5m,33,-1,35
5k5n,49,-1,5
5k5z,7,-1,8
5k60,37,-1,28
5k62,44,-1,3
5k63,33,-1,19
5k66,33,-1,19
5k6a,24,-1,46
5k6m,40,-1,43
5k6o,40,-1,27
5k72,3,-1,5
5k75,21,-1,11
5k7g,3,-1,16
5k7i,14,-1,5
5k7k,26,-1,36
5k7u,31,-1,5
5k7w,41,-1,3
5k8b,3,-1,11
5k8c,14,-1,17
5k8s,25,-1,10
5k9b,42,-1,28
5k9c,27,-1,20
5k9d,27,-1,20
5k9w,27,-1,20
5ka1,43,-1,9
5ka3,27,-1,20
5ka7,27,-1,20
5ka9,43,-1,9
5kab,43,-1,9
5kad,43,-1,9
5kam,42,-1,28
5kas,24,-1,46
5kat,24,-1,19
5kau,24,-1,19
5kaw,24,27,46
5kax,24,27,46
5kb3,25,-1,10
5kbf,40,-1,44
5kbr,36,-1,11
5kcb,24,27,46
5kcc,15,-1,0
5kcd,24,-1,46
5kce,23,-1,13
5kcf,33,-1,35
5kcj,9,-1,9
5kcl,24,27,46
5kcp,26,-1,19
5kcq,24,-1,19
5kct,33,-1,35
5kcu,11,-1,0
5kcw,4,-1,35
5kcy,13,-1,19
5kd1,32,-1,19
5kd6,24,-1,19
5kd8,14,-1,16
5kd9,15,-1,0
5kda,24,-1,19
5kdh,20,24,26
5kdo,1,-1,3
5kdq,13,-1,46
5kds,16,-1,15
5kdt,30,-1,30
5kdu,23,-1,15
5kdx,33,-1,19
5ke0,48,-1,12
5kej,41,-1,43
5kew,24,-1,46
5kf1,31,-1,25
5kf2,33,-1,19
5kf8,43,-1,9
5kf9,15,-1,30
5kga,43,-1,9
5kgh,33,-1,19
5kgj,33,-1,19
5kgp,43,-1,9
5kgs,7,-1,41
5kgt,1,-1,41
5kgw,13,-1,19
5khd,13,-1,46
5khg,0,-1,42
5khh,44,-1,3
5khi,41,-1,2
5khj,7,-1,30
5khk,0,-1,42
5khm,28,-1,4
5kij,31,-1,25
5kiq,13,-1,46
5kit,22,-1,17
5kj0,28,19,4
5kjh,30,-1,38
5kjk,11,-1,33
5kjm,8,17,21
5kju,34,-1,36
5kjx,13,-1,28
5kjy,42,-1,28
5kjz,45,-1,1
5kk4,24,-1,28
5kk7,31,-1,25
5kka,25,-1,1
5kkb,13,-1,13
5kl0,7,-1,2
5klf,42,-1,28
5klp,42,-1,28
5klu,42,-1,28
5kmi,19,-1,11
5kmj,19,-1,7
5kmk,19,-1,11
5kml,19,-1,11
5kmm,19,-1,11
5kmn,30,-1,38
5knk,42,-1,28
5ko1,38,-1,40
5ko7,24,-1,46
5ko8,13,-1,46
5koc,23,-1,3
5kod,1,-1,28
5kok,23,-1,3
5kor,24,-1,19
5kos,39,-1,33
5kp1,30,-1,10
5kp3,6,-1,48
5kp4,4,-1,35
5kpc,44,-1,3
5kpg,37,-1,6
5kpk,14,-1,5
5kpr,37,-1,41
5kpt,37,-1,28
5kpz,14,-1,5
5kq8,1,-1,28
5kqa,44,-1,46
5kqf,2,12,14
5kqg,6,-1,1
5kql,13,-1,46
5kqr,8,-1,33
5kqs,48,-1,33
5kqy,20,-1,26
5kr0,19,-1,4
5kr1,19,-1,4
5kr7,11,-1,1
5kr8,2,-1,14
5kr9,33,-1,35
5kra,33,-1,35
5krc,26,-1,48
5krd,13,-1,46
5krf,33,-1,19
5krh,23,-1,35
5kri,44,-1,46
5krk,26,-1,36
5krl,1,-1,28
5krm,33,-1,35
5kro,15,-1,0
5krq,26,-1,19
5krs,33,-1,35
5krt,13,-1,46
5kso,42,-1,28
5ksp,42,-1,3
5ksy,42,-1,28
5ksz,1,-1,35
5kti,12,-1,23
5kto,6,-1,1
5ktq,24,27,46
5ktr,2,-1,14
5ktt,2,-1,14
5ku1,1,-1,28
5kup,2,-1,14
5kut,18,-1,3
5kv8,0,-1,22
5kv9,0,-1,18
5kva,10,-1,9
5kvi,32,-1,19
5kvm,24,27,46
5kvs,37,-1,19
5kww,45,-1,1
5kwy,26,-1,35
5kxb,1,-1,28
5kxc,42,-1,28
5kxd,1,-1,28
5kxe,1,-1,28
5kxh,17,-1,3
5kxq,18,-1,3
5ky0,45,-1,41
5ky2,45,-1,41
5ky3,30,-1,1
5ky4,7,-1,41
5ky5,7,-1,41
5ky7,1,-1,41
5ky8,45,-1,3
5ky9,45,-1,41
5kyt,6,-1,45
5kz0,49,-1,7
5kzi,2,-1,14
5kzv,6,-1,18
5kzy,4,-1,48
5l01,34,-1,0
5l0b,16,-1,8
5l0r,18,-1,3
5l0s,45,-1,13
5l0t,23,-1,3
5l0u,1,-1,3
5l0v,7,-1,2
5l11,1,-1,35
5l1o,24,-1,46
5l1p,13,-1,46
5l1q,13,-1,46
5l1s,24,27,46
5l1t,24,-1,46
5l1u,13,-1,46
5l1v,13,-1,46
5l1w,33,-1,35
5l2j,7,-1,30
5l2m,3,-1,0
5l2n,34,-1,0
5l2s,14,-1,29
5l2t,48,-1,21
5l3a,38,-1,34
5l3o,5,21,26
5l3r,10,-1,24
5l3s,29,-1,8
5l3u,27,16,20
5l3v,42,-1,3
5l3w,30,-1,2
5l3z,33,-1,19
5l41,2,8,4
5l44,32,-1,35
5l4f,15,6,16
5l4i,15,6,16
5l4j,15,6,16
5l4m,15,6,16
5l4r,3,-1,16
5l4s,33,-1,19
5l6d,41,-1,3
5l6e,41,-1,3
5l6f,15,-1,0
5l6g,15,-1,0
5l6k,5,20,26
5l77,32,-1,35
5l7e,5,-1,10
5l7g,22,-1,33
5l7h,22,-1,33
5l7k,24,-1,46
5l7p,48,-1,33
5l7t,45,-1,1
5l7w,11,-1,1
5l7y,11,-1,1
5l87,24,27,46
5l8a,24,29,46
5l8c,22,-1,17
5l8j,3,-1,6
5l8k,3,-1,6
5l8l,14,-1,16
5l8n,4,-1,28
5l8o,4,-1,46
5l8p,2,8,4
5l91,3,-1,1
5l92,4,-1,28
5l94,42,-1,3
5l95,24,-1,46
5l9g,44,-1,3
5l9h,22,-1,17
5l9i,44,-1,3
5l9k,1,-1,35
5l9l,44,-1,46
5l9n,37,-1,6
5l9o,24,-1,19
5l9q,23,-1,35
5l9r,3,-1,16
5l9z,13,-1,46
5lae,49,-1,10
5lat,3,-1,16
5lau,23,-1,13
5lb3,32,-1,0
5lb5,32,-1,0
5lb6,39,-1,49
5lbb,36,-1,49
5lbc,3,-1,16
5lbe,3,-1,16
5lbf,36,-1,10
5lbw,4,-1,13
5lbx,4,-1,35
5lby,26,-1,13
5lbz,4,-1,35
5lca,47,-1,12
5lcf,47,-1,12
5lch,8,-1,33
5ld8,37,-1,41
5ldg,32,-1,19
5ldm,42,-1,3
5ldp,42,-1,3
5ldq,42,-1,3
5le1,8,-1,12
5lef,10,-1,32
5lfa,49,-1,5
5lfo,34,-1,45
5lfv,33,-1,19
5lgb,34,-1,31
5lgd,12,-1,23
5lgo,20,23,26
5lgx,12,-1,23
5lgz,12,-1,43
5lh4,20,24,26
5lh8,20,-1,26
5lht,24,28,28
5lhu,24,-1,28
5li1,48,-1,21
5li3,34,-1,31
5li9,48,-1,12
5lia,0,-1,22
5lif,2,8,4
5lik,23,-1,13
5liu,25,-1,39
5liw,25,-1,39
5lix,35,-1,39
5liy,0,-1,39
5lj0,8,-1,39
5lj1,28,19,4
5lj2,28,19,4
5ljb,6,-1,18
5ljc,0,-1,18
5ljd,6,-1,18
5lje,5,-1,33
5ljg,11,-1,18
5lji,32,-1,3
5ljp,38,-1,11
5ljq,5,20,26
5ljt,5,20,26
5ljw,1,-1,3
5lkc,13,-1,46
5lkg,24,-1,46
5llb,13,-1,46
5lli,3,-1,5
5lm3,13,-1,19
5lm6,47,-1,12
5lma,2,-1,4
5lmb,27,-1,20
5lmc,18,-1,3
5lmd,5,21,26
5lmk,20,-1,26
5ln2,20,-1,26
5ln8,24,27,46
5lne,33,-1,19
